fond,annee,titre,durée,région,source,fond_coût,coût_total,bénéficiaire,thématique(s)
FSE,2012,Faciliter la mobilité professionnelle des jeunes,2 ans,Picardie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Faciliter-la-mobilite-professionnelle-des-jeunes/(offset)/170/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,224 000 €,529 770 €,Mission Locale de la Picardie Maritime,Emploi et inclusion sociale
FSE,2011,Un tutorat innovant : des séniors employés dans des PME forment des salariés de TPE,1 an,Picardie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Un-tutorat-innovant-des-seniors-employes-dans-des-PME-forment-des-salaries-de-TPE/(offset)/170/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,15 389 €,38 473 €,Maison des Entreprises de Thiérache et de la Serre (METS),Aides aux entreprises ; Emploi et inclusion sociale ; Formation
FEDER,2009,Du matériel scientifique de pointe dans le domaine de la chirurgie maxillo-faciale,2 ans,Picardie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Du-materiel-scientifique-de-pointe-dans-le-domaine-de-la-chirurgie-maxillo-faciale/(offset)/170/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,125 000 €,728 570 €,Université technologique de Compiègne,Recherche et Innovation ; Santé
FEADER,2011,Une maison familiale de vacances adaptée à tous,1 an,Picardie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-maison-familiale-de-vacances-adaptee-a-tous/(offset)/175/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,112 225 €,390 749 €,Association Diabolo,Développement rural ; Emploi et inclusion sociale
FEDER,2012,Favoriser l’accès des jeunes à la culture grâce à la Cité de la Musique et de la Danse à Soissons,2 ans et demi,Picardie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Favoriser-l-acces-des-jeunes-a-la-culture-grace-a-la-Cite-de-la-Musique-et-de-la-Danse-a-Soissons/(offset)/175/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,4 000 000 €,17 427 864 €,Communauté d’agglomération du Soissonnais,Culture et tourisme ; Emploi et inclusion sociale
FEADER,2009,Le pari réussi de la construction en bois-paille,,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Le-pari-reussi-de-la-construction-en-bois-paille/(offset)/175/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,3 035 €,6 070 €,Parc naturel régional de la Brenne,Développement durable et environnement ; Développement local et cohésion territoriale
FSE,2012,Un salon de coiffure solidaire à Blois,1 an,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Un-salon-de-coiffure-solidaire-a-Blois/(offset)/175/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,18 200 €,23 000 €,Régie de Quartier de Blois,Emploi et inclusion sociale
FSE,2009,Favoriser l'emploi de personnes en difficulté tout en agissant pour l'environnement en Touraine,1 an,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Favoriser-l-emploi-de-personnes-en-difficulte-tout-en-agissant-pour-l-environnement-en-Touraine/(offset)/175/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,90 491 €,406 602 €,Entreprise d’Insertion Envie Touraine,Emploi et inclusion sociale
FEDER,2009,Une maison des associations pour promouvoir et faciliter la vie associative locale à Dreux,2 ans,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-maison-des-associations-pour-promouvoir-et-faciliter-la-vie-associative-locale-a-Dreux/(offset)/180/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,67 312 €,168 280 €,Ville de Dreux,Urbain
FEDER,2008,"Bio-énergies : un premier pilote européen pour le captage, le transport et et le stockage géologique de CO2",2 ans,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Bio-energies-un-premier-pilote-europeen-pour-le-captage-le-transport-et-et-le-stockage-geologique-de-CO2/(offset)/180/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,298 040 €,1 202 745 €,BRGM,Développement durable et environnement ; Recherche et Innovation
FEADER,2010,Favoriser l'installation des familles avec enfants en zone rurale avec la création d'un accueil péri-scolaire,,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Favoriser-l-installation-des-familles-avec-enfants-en-zone-rurale-avec-la-creation-d-un-accueil-peri-scolaire/(offset)/180/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,68 127 €,243 608 €,Communauté de Communes de la Beauce de Janville,Développement durable et environnement ; Développement local et cohésion territoriale ; Développement rural
FEDER,2009,Un espace numérique régional de santé,3 ans,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Un-espace-numerique-regional-de-sante/(offset)/180/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 314 383 €,1 489 310 €,Groupement de coopération sanitaire Systèmes d’information de santé de Champagne-Ardenne (GCS-SIS-CA),Santé ; TIC
FEDER,2010,Une place publique animée pour le quartier des Sénardes à Troyes,19 mois,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-place-publique-animee-pour-le-quartier-des-Senardes-a-Troyes/(offset)/180/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,245 501 €,1 809 310 €,Ville de Troyes,Emploi et inclusion sociale ; Urbain
FEDER,2007,Contribuer à la rénovation urbaine de la ville de Reims,52 mois,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Contribuer-a-la-renovation-urbaine-de-la-ville-de-Reims/(offset)/185/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 255 943 €,1 903 908 €,S.A. d’HLM Le Foyer Rémois,Urbain
FEDER,2012,Maintenir la compétitivité d'une forge de Haute-Marne,1 an,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Maintenir-la-competitivite-d-une-forge-de-Haute-Marne/(offset)/185/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,245 112 €,5 117 169 €,Forges de Courcelles,Aides aux entreprises ; Recherche et Innovation
FEDER,2012,Développement d'une prothèse de genou à plateau fixe,1 an,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Developpement-d-une-prothese-de-genou-a-plateau-fixe/(offset)/185/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,193 500 €,929 452 €,SAS C2F IMPLANTS,"""L'Européen d'à côté"" ; Aides aux entreprises ; Recherche et Innovation ; Santé"
FEDER,2010,Aider à lutter contre les déserts numériques,,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Aider-a-lutter-contre-les-deserts-numeriques/(offset)/185/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,401 335 €,1 337 783 €,Conseil général des Ardennes,Développement local et cohésion territoriale ; TIC
FEDER,2008,La recherche et développement au service de la compétitivité aéronautique,40 mois,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/La-recherche-et-developpement-au-service-de-la-competitivite-aeronautique/(offset)/185/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,514 535 €,3 656 140 €,Forges de Bologne,Aides aux entreprises ; Recherche et Innovation
FEP,2011,A la découverte de la conchyliculture et du métier d'ostréiculteur !,,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/A-la-decouverte-de-la-conchyliculture-et-du-metier-d-ostreiculteur/(offset)/190/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,5 223 €,66 530 €,"SARL ""Au rythme des marées""",Agriculture et pêche ; Culture et tourisme
FEP,2012,Réalisation d'un diagnostic environnemental des ports de Saint-Jean-de-Luz / Ciboure et Hendaye,,Aquitaine,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Realisation-d-un-diagnostic-environnemental-des-ports-de-Saint-Jean-de-Luz-Ciboure-et-Hendaye/(offset)/190/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,18 159 €,36 318 €,Département des Pyrénées-Atlantiques,Agriculture et pêche ; Développement durable et environnement
FEP,2012,Des scolaires à la rencontre des professionnels de l'ostréiculture dans le bassin d'Arcachon,,Aquitaine,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-scolaires-a-la-rencontre-des-professionnels-de-l-ostreiculture-dans-le-bassin-d-Arcachon/(offset)/190/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,9 603 €,19 206 €,Comité régional de la conchyliculture Arcachon Aquitaine (CRCAA),Agriculture et pêche
FEP,2011,Contribuer à la protection sanitaire de l’environnement et à l’information des pêcheurs à pieds en Pays d'Auray,,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Contribuer-a-la-protection-sanitaire-de-l-environnement-et-a-l-information-des-pecheurs-a-pieds-en-Pays-d-Auray/(offset)/190/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,23 336 €,46 673 €,Syndicat mixte de la région Auray Belz Quiberon,Agriculture et pêche ; Développement durable et environnement
FEP,2012,Des produits touristiques pour valoriser les pêcheurs professionnels du Port de Capbreton,,Aquitaine,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-produits-touristiques-pour-valoriser-les-pecheurs-professionnels-du-Port-de-Capbreton/(offset)/190/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,3 244 €,6 488 €,Pays Adour Landes océanes,Agriculture et pêche ; Culture et tourisme
FEP,2010,Sensibiliser les habitants et usagers de la mer d'Iroise à la présence du plancton et à l'importance de son rôle dans l'écosystème marin,,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Sensibiliser-les-habitants-et-usagers-de-la-mer-d-Iroise-a-la-presence-du-plancton-et-a-l-importance-de-son-role-dans-l-ecosysteme-marin/(offset)/195/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,7 992 €,17 992 €,Parc naturel marin d'Iroise,Agriculture et pêche
FEP,2011,Soutien d'un projet de valorisation des sous-produits coquillers,,Basse-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Soutien-d-un-projet-de-valorisation-des-sous-produits-coquillers/(offset)/195/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,19 000 €,38 626 €,Normandie Fraîcheur Mer,Agriculture et pêche ; Développement durable et environnement
FEP,2012,Une étude spatiale et temporelle sur la qualité écologique des eaux littorales de la côte Vermeille,,Languedoc-Roussillon,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-etude-spatiale-et-temporelle-sur-la-qualite-ecologique-des-eaux-littorales-de-la-cote-Vermeille/(offset)/195/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,51 000 €,102 000 €,CNRS Languedoc-Roussillon - laboratoire d'océanographie microbienne - Banyuls-sur-Mer,Agriculture et pêche ; Développement durable et environnement
FEP,2012,"""Escale à Sète"" : une fête maritime pour valoriser la pêche régionale",,Languedoc-Roussillon,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Escale-a-Sete-une-fete-maritime-pour-valoriser-la-peche-regionale/(offset)/195/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,39 540 €,245 000 €,Association Escale à Sète,Agriculture et pêche ; Culture et tourisme ; Développement local et cohésion territoriale
FEP,2012,Une route numérique pour valoriser un sentier du littoral et des activités maritimes durables,,Provence-Alpes-Côte d'Azur,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-route-numerique-pour-valoriser-un-sentier-du-littoral-et-des-activites-maritimes-durables/(offset)/195/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,41 712 €,126 900 €,Association pour la promotion touristique de l'Esterel - Pays de Fayence,Culture et tourisme ; Développement durable et environnement ; Développement local et cohésion territoriale
FEP,2012,Une étude d'opportunité sur le développement de récifs artificiels dans le bassin d'Arcachon,,Aquitaine,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-etude-d-opportunite-sur-le-developpement-de-recifs-artificiels-dans-le-bassin-d-Arcachon/(offset)/200/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,31 550 €,63 099 €,Comité départemental des pêches maritimes et des élevages marins de la Gironde,Agriculture et pêche
FEP,2011,Les pêcheurs à pied de la Baie de Somme fêtent la salicorne !,,Picardie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Les-pecheurs-a-pied-de-la-Baie-de-Somme-fetent-la-salicorne/(offset)/200/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 023 €,2 047 €,Association des ramasseurs de salicornes de la baie de Somme,Agriculture et pêche ; Culture et tourisme
FEP,2011,Conchyliculture : un observatoire de l'eau pour mieux comprendre et agir,,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Conchyliculture-un-observatoire-de-l-eau-pour-mieux-comprendre-et-agir/(offset)/200/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,7 882 €,16 594 €,Comité régional conchylicole de Bretagne Sud,Agriculture et pêche ; Développement durable et environnement
FEP,2011,Une étude de faisabilité pour la valorisation des produits de la mer sur la côte basque,,Aquitaine,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-etude-de-faisabilite-pour-la-valorisation-des-produits-de-la-mer-sur-la-cote-basque/(offset)/200/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,16 000 €,40 000 €,Communauté de communes sud pays basque,Agriculture et pêche
FEP,2011,Une exposition pour valoriser les jeunes suivant un enseignement maritime,,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-exposition-pour-valoriser-les-jeunes-suivant-un-enseignement-maritime/(offset)/200/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,3 115 €,6 231 €,Ville de Douarnenez,Agriculture et pêche ; Culture et tourisme ; Formation
FEP,2011,Des reportages vidéo pour développer l'attractivité des métiers de la mer et de la pêche,,Basse-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-reportages-video-pour-developper-l-attractivite-des-metiers-de-la-mer-et-de-la-peche/(offset)/205/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,19 000 €,38 626 €,Savoir faire et découverte,Agriculture et pêche
FEP,,Faire découvrir aux enfants la pêche artisanale en Méditerranée,,Languedoc-Roussillon,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Faire-decouvrir-aux-enfants-la-peche-artisanale-en-Mediterranee/(offset)/205/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,6 009 €,12 018 €,Office du tourisme de Port-Vendres,Agriculture et pêche
FEP,2009,"Aider au retour à l'emploi des pêcheurs ""débarqués""",,Poitou-Charentes,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Aider-au-retour-a-l-emploi-des-pecheurs-debarques/(offset)/205/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,19 994 €,89 291 €,Atelier des Gens de Mer,Agriculture et pêche ; Emploi et inclusion sociale
FEP,2012,Soutenir le developpement des circuits courts pour faire découvrir les productions locales,,Languedoc-Roussillon,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Soutenir-le-developpement-des-circuits-courts-pour-faire-decouvrir-les-productions-locales/(offset)/205/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,38 625 €,77 250 €,CPIE bassin de Thau,Aucun objet associé.
FEP,2012,Etude de faisabilité de points de dégustation des produits de la pêche,,Provence-Alpes-Côte d'Azur,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Etude-de-faisabilite-de-points-de-degustation-des-produits-de-la-peche/(offset)/205/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,21 500 €,102 500 €,Marco Polo : échanger autrement,Agriculture et pêche
FEP,2012,Collaboration entre les restaurateurs du Pays Marennes Oléron et les filières des produits de la mer pour assurer la promotion et la consommation de ces produits,1 an,Poitou-Charentes,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Collaboration-entre-les-restaurateurs-du-Pays-Marennes-Oleron-et-les-filieres-des-produits-de-la-mer-pour-assurer-la-promotion-et-la-consommation-de-ces-produits/(offset)/210/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,15 397 €,41 000 €,Groupement Qualité Huitres Marennes Oléron,Agriculture et pêche
FEP,2012,Construction d'un canot à clins en Baie de Canche,,Nord-Pas de Calais,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Construction-d-un-canot-a-clins-en-Baie-de-Canche/(offset)/210/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,24 387 €,48 773 €,Atelier municipal de construction navale – ville d’Etaples,Agriculture et pêche ; Transports
FEP,2012,Monter le 1er Congrès Mondial de l'Huître,Congrés de 5 jours,Aquitaine,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Monter-le-1er-Congres-Mondial-de-l-Huitre/(offset)/210/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,21 699 €,43 399 €,Comité Régional de la Conchyliculture Arcachon-Aquitaine,Agriculture et pêche ; Développement durable et environnement
FEP,2012,Les gisements mouliers en eau profonde de la côté est du Cotentin : étude sur la provenance des larves,,Basse-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Les-gisements-mouliers-en-eau-profonde-de-la-cote-est-du-Cotentin-etude-sur-la-provenance-des-larves/(offset)/210/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,26 465 €,122 366 €,IFREMER,Agriculture et pêche ; Développement durable et environnement
FEDER,2008,Soutenir un projet d'agglomération transfontalier,48 mois,CTE - Interreg - France Suisse,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Soutenir-un-projet-d-agglomeration-transfontalier/(offset)/210/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 122 294 €,3 445 423 €,"En France : Communauté d’Agglomération Annemasse, Les Voirons Agglomération, L’ARC syndicat mixte",Coopération
FEDER,2009,Changer les métropoles méditerranéennes avec le temps,32 mois,CTE - Interreg - MED,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Changer-les-metropoles-mediterraneennes-avec-le-temps/(offset)/215/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 628 225 €,2 170 966 €,"En France : Communauté du Pays d'Aix, Ville de Marseille, Institut de la Méditerranée",Coopération
FEDER,2008,EcoMind : la coopération européenne pour soutenir la croissance durable,46 mois,CTE - Interreg - Deux Mers,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/EcoMind-la-cooperation-europeenne-pour-soutenir-la-croissance-durable/(offset)/215/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,3 528 558 €,7 057 117 €,Chambre de Commerce et d'Industrie Grand Lille - CD2E (Centre d’expertise pour l’émergence des éco-technologies au service des éco-entreprises),Coopération ; Développement durable et environnement
FEADER,2009,Mise en place d'équipements photovoltaïques dans une exploitation agricole,,Guadeloupe,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Mise-en-place-d-equipements-photovoltaiques-dans-une-exploitation-agricole/(offset)/215/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,9 595 €,21 033 €,Exploitation NAUD,Agriculture et pêche ; Développement durable et environnement
FEADER,2009,Participer à l'amélioration des outils de travail en vue d'un développement d'activité,,Guadeloupe,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Participer-a-l-amelioration-des-outils-de-travail-en-vue-d-un-developpement-d-activite/(offset)/215/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,15 400 €,25 667 €,AM Distribution,Agriculture et pêche ; Aides aux entreprises
FEADER,2009,Aide à la création d'une ferme d'accueil touristique,,Guadeloupe,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Aide-a-la-creation-d-une-ferme-d-accueil-touristique/(offset)/215/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,119 783 €,212 947 €,,Agriculture et pêche ; Culture et tourisme ; Développement durable et environnement
FEADER,2009,Soutien des jeunes artistes locaux,,Guadeloupe,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Soutien-des-jeunes-artistes-locaux/(offset)/220/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,47 556 €,79 260 €,Association Even’s concept,Culture et tourisme ; Développement local et cohésion territoriale
