Tytu≥ projektu;Nazwa beneficjenta;WartoúÊ projektu [z≥];Dofinansowanie z EU [z≥];Multimedia;Dziedzina;Czy projekt jest realizowany na obszarze wiÍkszym niø jedna jednostka administracyjna?
Port lotniczy GdaÒsk - modernizacja infrastruktury lotniskowej po stronie airside - kontynuacja;Port Lotniczy GdaÒsk Sp. z o.o.;79075310.10;32135435.00;Nie;transport;Nie
Gospodarka wodno-úciekowa Gminy Che≥mek;Miejski Zak≥ad Gospodarki Komunalnej w Che≥mku Sp. z o.o.;52284761.28;32098666.30;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki wodno - úciekowej w Gminie Raszyn.;Gmina Raszyn;61048740.99;32051689.13;Nie;ochrona úrodowiska;Nie
Modernizacja gospodarki wodnej i úciekowej w Nowym Targu;Gmina Miasto Nowy Targ;58531875.06;31968416.89;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki úciekowej na terenie Gminy Konopiska.;Gmina Konopiska;46603615.34;31617450.06;Nie;ochrona úrodowiska;Nie
Budowa farmy wiatrowej Margonin wschÛd - obwÛd II (woj. Wielkopolskie);Relax Wind Park I Sp. z o.o.;116526900.00;31500000.00;Nie;energetyka;Nie
Uporzπdkowanie gospodarki úciekowej na terenie Miasta P≥ocka, etap III;"""Wodociπgi P≥ockie"" Sp. z o. o.";63368993.17;31432655.58;Nie;ochrona úrodowiska;Nie
Kompleksowe zabezpieczenie przeciwpowodziowe Øu≥aw - Etap I - Powiat GdaÒski;Powiat GdaÒski;36512036.53;31018221.53;Nie;bezpieczeÒstwo;Nie
Zapewnienie prawid≥owej gospodarki úciekowej na terenie miasta i gminy Lubsko;Gmina Lubsko;63901984.95;30976422.70;Nie;ochrona úrodowiska;Nie
Ograniczenie strat i poprawa pewnoúci dostaw ciep≥a poprzez modernizacjÍ sieci ciep≥owniczej w Tarnowie;Miejskie PrzedsiÍbiorstwo Energetyki Cieplnej S.A. w Tarnowie;56214948.38;30868488.38;Nie;energetyka;Nie
Budowa Terminalu Etap 3: zakup sprzÍtu - DCT GdaÒsk bramπ do Europy årodkowej;DCT GdaÒsk SpÛ≥ka Akcyjna;88866417.22;30471976.68;Nie;transport;Nie
Ochrona wÛd j. Miedwie poprzez budowÍ sieci kan. i przebud. oczyszcz. úciekÛw w agl. Stargard Szcz.;Miejskie PrzedsiÍbiorstwo Gospodarki Komunalnej SpÛ≥ka z o.o.;80160271.76;30419786.86;Nie;ochrona úrodowiska;Nie
Termomodernizacja siedmiu szpitali WojewÛdztwa Pomorskiego;WojewÛdztwo Pomorskie reprezentowane przez Zarzπd WojewÛdztwa Pomorskiego;36593027.35;30383735.63;Nie;energetyka;Tak
Modernizacja oczyszczalni úciekÛw oraz budowa sieci wodociπgowej i kanalizacyjnej w mieúcie O≥awa;Zak≥ad WodociπgÛw i Kanalizacji SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ w O≥awie;64491641.74;30282075.59;Nie;ochrona úrodowiska;Nie
Przebudowa intermodalnego terminalu kolejowego w Porcie Gdynia;Zarzπd Morskiego Portu Gdynia S.A.;74621334.60;30119939.27;Nie;transport;Nie
Budowa kanalizacji sanitarnej w Gminie Jaworze.;Gmina Jaworze;37819388.24;30014945.53;Nie;ochrona úrodowiska;Nie
Budowa bloku kogeneracyjnego wytwarzania energii elektrycznej i ciep≥a w oparciu o silniki spalinowe t≥okowe;PGE GÛrnictwo i Energetyka Konwencjonalna SpÛ≥ka Akcyjna;110202333.89;30000000.00;Nie;energetyka;Nie
Budowa instalacji do produkcji biopaliw do 20 000 ton/rok w åwiebodzinie, POLMAX S.A.;POLMAX S.A.;61705055.34;30000000.00;Nie;energetyka;Tak
Systemy kanalizacji zbiorczych aglomeracji gmin KobylinñKrobiañPogorzela;MiÍdzygminny Zwiπzek WodociπgÛw i Kanalizacji w Strzelcach Wielkich;61808621.40;29930670.67;Nie;ochrona úrodowiska;Tak
Budowa infrastruktury wodno - úciekowej na terenie Gminy Opoczno;PrzedsiÍbiorstwo Gospodarki Komunalnej Sp. z o.o. w Opocznie;60889976.20;29857291.47;Nie;ochrona úrodowiska;Nie
Kanalizacja obszaru Parku Krajobrazowego Puszcza Zielonka i okolic - Etap III;Zwiπzek MiÍdzygminny ÑPuszcza Zielonkaî;59113257.97;29716259.49;Nie;ochrona úrodowiska;Tak
Modernizacja i rozbudowa infrastruktury Portu Morskiego w Elblπgu (w obrÍbie Starego Miasta);Gmina Miasto Elblπg;38411455.31;29607944.62;Nie;transport;Nie
Modernizacja infrastruktury zapewniajπcej dostÍp do portÛw w åwinoujúciu i Szczecinie - oznakowanie nawigacyjne;Urzπd Morski w Szczecinie;34734469.38;29455996.45;Nie;transport;Nie
Oczyszczanie úciekÛw w aglomeracji GrodkÛw;Grodkowskie Wodociπgi i Kanalizacja SpÛ≥ka z o.o.;56814805.90;29349347.92;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki úciekowej na terenie Gminy K≥obuck poprzez budowÍ kanalizacji sanitarnej;Gmina K≥obuck;48135655.98;29275867.22;Nie;ochrona úrodowiska;Nie
Budowa wiaduktÛw i przystankÛw kolejowych w bydgosko - toruÒskim obszarze metropolitalnym BiT - City - Solec Kujawski;Miasto Bydgoszcz;47831877.29;28915305.32;Nie;transport;Nie
RPD sektora transport na rok 2012 (CUPT);Centrum Unijnych ProjektÛw Transportowych;34841478.15;28806143.01;Nie;administracja;Nie
Gospodarka úciekowa w Sosnowcu - Etap II.;Gmina Sosnowiec;61237283.08;28747798.10;Nie;ochrona úrodowiska;Nie
Gospodarka wodno-úciekowa w Krakowie - Etap II;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji S.A w Krakowie;77021858.17;28659912.63;Nie;ochrona úrodowiska;Nie
Budowa systemu gospodarki odpadami komunalnymi na terenie Zwiπzku Gmin Regionu OstrÛdzko-I≥awskiego ÑCzyste årodowiskoî ñ II etap;Zak≥ad Unieszkodliwiania OdpadÛw Komunalnych RUDNO Sp. z o.o.;60257689.16;28022310.81;Nie;ochrona úrodowiska;Tak
Budowa hali wielopociπgowej dla potrzeb taboru pasaøerskiego do obs≥ugi po≥πczeÒ dalekobieønych - etap II;PKP Intercity S.A.;160719795.00;27994453.95;Nie;transport;Nie
Zapewnienie prawid≥owej gospodarki wodno - úciekowej na terenie miasta Siemiatycze;PrzedsiÍbiorstwo Komunalne Sp. z o.o w Siemiatyczach;64312149.11;27945275.44;Nie;ochrona úrodowiska;Tak
Poprawa ochrony przeciwpowodziowej miasta i gminy Mielec poprzez budowÍ i przebudowÍ wa≥Ûw Wis≥oki;Podkarpacki Zarzπd Melioracji i UrzπdzeÒ Wodnych w Rzeszowie;66114405.60;27858697.00;Nie;bezpieczeÒstwo;Nie
RPD sektora transportu na rok 2011 (CUPT);Centrum Unijnych ProjektÛw Transportowych;32520594.00;27642504.90;Nie;administracja;Nie
Budowa farmy wiatrowej w Gminie Raciπøek (woj. kujawsko-pomorskie).;Sagittarius Solutions SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;42931616.19;27621306.48;Nie;energetyka;Nie
Uporzπdkowanie gospodarki wodno-úciekowej w aglomeracji Ostrowiec åwiÍtokrzyski- etap II;Gmina BodzechÛw;42326947.92;27505634.12;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki wodno-úciekowej gmin leøπcych w zlewni rzeki Czerwona Woda;"MiÍdzygminna SpÛ≥ka Wodno-Kanalizacyjna ""Suplaz"" spÛ≥ka z ograniczonπ odpowiedzialnoúciπ";47569195.49;27500158.09;Nie;ochrona úrodowiska;Tak
"""Uporzπdkowanie gospodarki úciekowej na terenie Gminy Dobczyce i Siepraw wokÛ≥ Zalewu Dobczyckiego""";Gmina Dobczyce;44225722.30;27392602.55;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki wodno - úciekowej w aglomeracji KÍpno;Wodociπgi KÍpiÒskie Sp. z o.o.;52750097.26;27364031.57;Nie;ochrona úrodowiska;Nie
Budowa i Modernizacja Systemu Gospodarki Wodno - åciekowej w Gminie AndrychÛw;Zak≥ad WodociπgÛw i Kanalizacji SpÛ≥ka z o.o.;66171449.80;27255216.22;Nie;ochrona úrodowiska;Nie
RPD sektora transport na rok 2010 (PKP PLK S.A.);PKP Polskie Linie Kolejowe S.A.;31925895.00;27137010.75;Nie;administracja;Nie
Ograniczenie strat energii poprzez wymianÍ transformatorÛw SN/nn na energooszczÍdne w ENEA Operator;ENEA Operator SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;67141289.21;27022298.30;Nie;energetyka;Tak
Rozbudowa infrastruktury portowej w pÛ≥nocnej czÍúci PÛ≥wyspu Ewa w porcie w Szczecinie;Zarzπd Morskich PortÛw Szczecin i åwinoujúcie S.A.;41107672.88;26936910.63;Nie;transport;Nie
Budowa Terminalu Etap 2: rozbudowa bocznicy, zakup sprzÍtu - DCT GdaÒsk brama do Europy årodkowej;DCT GdaÒsk SpÛ≥ka Akcyjna;163383265.32;26842587.94;Nie;transport;Nie
Przebudowa-modernizacja komunalnej oczyszczalni úciekÛw w Kraúniku;Kraúnickie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji w Kraúniku Sp. z o.o.;53154507.13;26597419.56;Nie;ochrona úrodowiska;Nie
Zakup i dostawa nowobudowanych wagonÛw platform 80' do przewozu kontenerÛw;PKP CARGO SpÛ≥ka Akcyjna;109378494.95;26487951.84;Nie;transport;Nie
Uporzπdkowanie gospodarki wodno - úciekowej na terenie aglomeracji Krotoszyn - etap II;Gmina Krotoszyn;55216449.93;26473999.35;Nie;ochrona úrodowiska;Nie
"""Zapewnienie prawid≥owej gospodarki úciekowej na obszarze dorzecza Sanki w Gminie Liszki""";Gmina Liszki;43612950.23;26371871.13;Nie;ochrona úrodowiska;Nie
"""Zapewnienie prawid≥owej gospodarki wodno - úciekowej na terenie Miasta i Gminy GoleniÛw""";Goleniowskie Wodociπgi i Kanalizacja SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;56679364.78;26316036.12;Nie;ochrona úrodowiska;Nie
Zapewnienie prawid≥owej gospodarki úciekowej na terenie gmin SulejÛwek i HalinÛw.;Eko-Inwestycja Sp. z o.o.;51406691.73;26302705.63;Nie;ochrona úrodowiska;Nie
Modernizacja oczyszczalni úciekÛw i rozwÛj infrastruktury wodno ñ kanalizacyjnej w Suwa≥kach ñ etap II;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji w Suwa≥kach Sp. z o.o.;43885926.12;25487375.28;Nie;ochrona úrodowiska;Nie
Produkcja estrÛw metylowych na bazie oleju rzepak., komponowanie estrÛw metyl. z olejem napÍdowym.;PrzedsiÍbiorstwo Przemys≥owo - Handlowo - Us≥ugowe AS-GOLD Sp. z o. o.;52774340.00;25483800.00;Nie;energetyka;Tak
BiebrzaÒski system gospodarki odpadami - etap II;BIOM Sp. z o.o.;50711447.72;25465312.41;Nie;ochrona úrodowiska;Tak
Uporzπdkowanie gospodarki wodno-úciekowej na terenie Miasta Helu;Gmina Miasto Hel;35506317.30;25214736.39;Nie;ochrona úrodowiska;Nie
Przebudowa sieci ciep≥owniczej w Bia≥ymstoku w celu zmniejszenia strat energii;Miejskie PrzedsiÍbiorstwo Energetyki Cieplnej Sp. z o.o.;52731521.61;25085830.58;Nie;energetyka;Nie
Przebudowa i modernizacja osiedlowych sieci ciep≥owniczych w Be≥chatowie;PrzedsiÍbiorstwo Energetyki Cieplnej SpÛ≥ka z o.o. w Be≥chatowie;39712898.18;24717252.90;Nie;energetyka;Tak
Budowa farmy elektrowni wiatrowej wraz z urzπdzeniami do przesy≥ania energii elektrycznej i infrastrukturπ towarzyszπcπ o mocy 5,85 MW w Gminie Rzπúnia;EKOPAL SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;55426178.18;24590370.00;Nie;energetyka;Nie
Reklutywacja terenÛw w rejonie rzeki Bytomki na obszarze gminy Zabrze;Miasto Zabrze;28865354.82;24532290.17;Nie;ochrona úrodowiska;Nie
Budowa intermodalnego terminalu kontenerowego wraz z obiektami towarzyszπcymi w mieúcie Brzeg Dolny.;PCC Intermodal SpÛ≥ka Akcyjna;97438051.27;24503629.90;Nie;transport;Nie
Mazurski Masterplan Regulacja Gospodarki Wodno-åciekowej w gminach regionu WJM - Aglomeracja Giøycko;Wodociπgi i Kanalizacja - Aglomeracja Giøycko Sp. z o.o.;47700911.19;24443152.86;Nie;ochrona úrodowiska;Nie
RPD sektora transportu na rok 2009 (CUPT);Centrum Unijnych ProjektÛw Transportowych;28345547.00;24093714.95;Nie;administracja;Tak
Wdroøenie systemu segregacji z zastosowaniem separatorÛw w instalacji MBP Barycz w Krakowie;Miejskie PrzedsiÍbiorstwo Oczyszczania Sp. z o.o. w Krakowie;52090444.81;24086787.94;Nie;ochrona úrodowiska;Nie
Port Lotniczy Warszawa ñ Budowa nawierzchni lotniskowych i drogowych;"PrzedsiÍbiorstwo PaÒstwowe ""Porty Lotnicze""";99626333.56;24031750.07;Nie;transport;Nie
Budowa elektrowni wiatrowych w miejscowoúci PaproÊ;ISTRA Sp z o.o.;50526801.00;23957820.00;Nie;energetyka;Nie
RPD sektora transport na rok 2010 (CUPT);Centrum Unijnych ProjektÛw Transportowych;28159000.00;23935150.00;Nie;administracja;Nie
Budowa intermodalnego terminalu kontenerowego w miejscowoúci Jasin k. Poznania;Centrum Logistyczno Inwestycyjne PoznaÒ II spÛ≥ka z ograniczonπ odpowiedzialnoúciπ;73676270.50;23905157.45;Nie;transport;Nie
Uporzπdkowanie gospodarki wodno-úciekowej na terenie miasta i gminy Chodzieø;Miejskie Wodociπgi i Kanalizacja Sp. z o.o.;50371486.62;23652701.21;Nie;ochrona úrodowiska;Nie
Rozbudowa (modernizacja) ciπgu biologicznego komunalnej oczyszczalni úciekÛw w Rzeszowie;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji w Rzeszowie Sp. z o.o;51937965.84;23359287.93;Nie;ochrona úrodowiska;Nie
"""Program poprawy czystoúci zlewni rzeki Wis≥oki ñ Etap II""";Zwiπzek Gmin Dorzecza Wis≥oki w Jaúle;44895761.15;23282368.42;Nie;ochrona úrodowiska;Tak
Modernizacja wejúcia do portu wewnÍtrznego (w GdaÒsku). Etap II - przebudowa szlaku wodnego na Mot≥awie;Miasto GdaÒsk;27471212.64;23253804.99;Nie;transport;Nie
Uporzπdkowanie gospodarki wodno-úciekowej na terenie Aglomeracji Barlinek, gmina Barlinek;"PrzedsiÍbiorstwo Wodociπgowo - Kanalizacyjne ""P≥onia"" SpÛ≥ka z o.o. w Barlinku";48425512.92;23136239.86;Nie;ochrona úrodowiska;Nie
Poprawa gospodarki úciekowej na terenie aglomeracji Turawa - Trias Opolski;Wodociπgi i Kanalizacja Turawa SpÛ≥ka z o.o.;46283991.00;22940459.00;Nie;ochrona úrodowiska;Nie
Budowa instalacji do odzysku odpadÛw biodegradowalnych zlokalizowanej w Poznaniu;Zak≥ad Zagospodarowania OdpadÛw w Poznaniu SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;75579965.33;22925677.13;Nie;ochrona úrodowiska;Nie
Termomodernizacja obiektÛw uøytecznoúci publicznej pe≥niπcych funkcje edukacyjne i kulturalne na obszarze PrzedgÛrza Sudeckiego i Niziny ålπskiej;Gmina Miasto åwidnica;30546072.39;22699518.69;Nie;energetyka;Tak
Poprawa gospodarki wodno-úciekowej we Wroc≥awiu - Etap VI;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji SpÛ≥ka Akcyjna;43749398.31;22695895.42;Nie;ochrona úrodowiska;Nie
Przebudowa ürÛd≥a ciep≥a w Opolu - budowa uk≥adu wysokosprawnej kogeneracji;Energetyka Cieplna Opolszczyzny SpÛ≥ka Akcyjna;79641685.04;22589693.06;Nie;energetyka;Nie
ÑGospodarka úciekowa na terenie aglomeracji Zielona GÛra ñ Etap IIIî;ZielonogÛrskie Wodociπgi i Kanalizacja Sp. z o.o.;41289774.62;22554034.10;Nie;ochrona úrodowiska;Tak
Zapewnienie prawid≥owej gospodarki úciekowej w Gminie Strzegom;Wodociπgi i Kanalizacja SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;48418324.71;22537691.69;Nie;ochrona úrodowiska;Nie
Przebudowa sieci ciep≥owniczej na terenie miasta Lublin;Lubelskie PrzedsiÍbiorstwo Energetyki Cieplnej SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;43015185.60;22495008.43;Nie;energetyka;Nie
Budowa i przebudowa sieci ciep≥owniczej z przy≥πczami c.o. Dn 600 - 25 dla wzrostu bezpieczeÒstwa dostaw ciep≥a do O/M StrzemiÍcin;OPEC-SYSTEM Sp. z o.o.;35267012.30;22413823.40;Nie;energetyka;Nie
Uporzπdkowanie gospodarki úciekowej na terenie aglomeracji ZuÒska Wola - I faza;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji w ZduÒskiej Woli SpÛ≥ka z o.o.;43607650.32;22336187.87;Nie;ochrona úrodowiska;Nie
Zapewnienie prawid≥owej gospodarki wodno - úciekowej na terenie Gminy Kozienice.;Gmina Kozienice;40089349.74;22259321.66;Nie;ochrona úrodowiska;Nie
Kompleksowe zagospodarowanie úciekÛw w zlewni rzeki Obry - Gmina Nowy Tomyúl;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji w Nowym Tomyúlu Sp. z o.o.;44758787.01;22116634.46;Nie;ochrona úrodowiska;Tak
Budowa MiÍdzynarodowego Centrum Logistycznego EUROTERMINAL w S≥awkowie - zadanie 3;Euroterminal S≥awkÛw Sp. z o.o.;61867948.78;22101883.93;Nie;transport;Nie
Zapewnienie prawid≥owej gospodarki wodno-úciekowej aglomeracji Wroc≥aw w czÍúci gminy MiÍkinia;Zak≥ad Us≥ug Komunalnych SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;33204488.84;22091507.88;Nie;ochrona úrodowiska;Nie
Modernizacja úluz odrzaÒskich na odcinku bÍdπcym w zarzπdzie RZGW Wroc≥aw - przystosowanie do III kl. drogi wodnej;Regionalny Zarzπd Gospodarki Wodnej we Wroc≥awiu;26066126.89;22081084.26;Nie;transport;Tak
Modernizacja oczyszczalni úciekÛw i obiektÛw kanalizacji podciúnieniowej w gminie Krokowa;Gmina Krokowa;33618921.81;22042473.33;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki wodno-úciekowej w aglomeracji Legnica;Legnickie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji SpÛ≥ka Akcyjna;59527995.32;21997103.24;Tak;ochrona úrodowiska;Nie
Prace na wybranych liniach kolejowych w perspektywie UE 2014-2020 - PRACE PRZYGOTOWAWCZE;PKP Polskie Linie Kolejowe S.A.;34543339.99;21979629.73;Nie;transport;Nie
Gospodarka úciekowa Gminy Zielonki - kanalizacja w zlewniach rzek Prπdnik, Bibiczanka i Rozrywka;Gmina Zielonki;42775020.79;21885795.17;Nie;ochrona úrodowiska;Nie
Rozbudowa i przebudowa oczyszczalni úciekÛw w Woli Dalszej.;£aÒcucki Zak≥ad Komunalny Sp. z o. o.;39227177.98;21675338.11;Nie;ochrona úrodowiska;Nie
Budowa sieci kanalizacyjnej w gminie Øabno;Gmina Øabno;36013238.69;21660105.08;Nie;ochrona úrodowiska;Nie
Zak≥ad Przetwarzania OdpadÛw Komunalnych regionu che≥mskiego i rekultywacja sk≥adowisk odpadÛw;PrzedsiÍbiorstwo Gospodarki Odpadami Sp. z o.o.;39350527.14;21508921.57;Tak;ochrona úrodowiska;Tak
Budowa Terminala EUROPORT w Ma≥aszewiczach;Europort SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;65918813.00;21371733.68;Nie;transport;Nie
Budowa kanalizacji sanitarnej w Gminie Buczkowice;Gmina Buczkowice;33255536.05;21328434.27;Nie;ochrona úrodowiska;Nie
ZespÛ≥ elektrowni wiatrowych Roby.;PSW Sp. z o.o.;45236651.90;21322140.00;Nie;energetyka;Nie
FARMA WIATROWA GLI—SK 6 MW.;"""Elektrownie Wiatrowe KAROR"" Sp z o.o.";38810913.82;21287000.00;Nie;energetyka;Nie
Modernizacja i rozbudowa systemu infrastruktury wodociπgowo-kanalizacyjnej Gminy MilanÛwek.;Gmina MilanÛwek;39867138.67;21137601.14;Nie;ochrona úrodowiska;Nie
Budowa sieci wodociπgowej i kanalizacyjnej na terenie Skolimowa w aglomeracji Konstancin-Jeziorna;Gmina Konstancin-Jeziorna;36380570.44;21129789.36;Nie;ochrona úrodowiska;Tak
Budowa dwujezdniowej ul. Nowe Zawady w Poznaniu (DK 5) - etap II od ul. G≥Ûwnej do ul. Podwale.;PoznaÒ- Miasto na prawach powiatu;86661368.78;20874731.23;Nie;transport;Nie
Gospodarka wodno-úciekowa w Krakowie - Etap IV;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji S.A w Krakowie;71730237.90;20874028.08;Nie;ochrona úrodowiska;Nie
Budowa terminalu kontenerowego na Ostrowie Grabowskim w Porcie Szczecin - etap I faza I;DB Port Szczecin SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;69587174.83;20821948.96;Nie;transport;Nie
Zapewnienie prawid≥owej gospodarki wodno - úciekowej na terenie miasta Gorzowa Wlkp.;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji Sp. z o.o.;32966958.94;20806755.50;Nie;ochrona úrodowiska;Nie
Wymiana transformatorÛw w PGE Dystrybucja S.A. Oddzia≥ Lublin w celu ograniczenia strat sieciowych;PGE Dystrybucja S.A.;49760055.73;20744863.97;Nie;energetyka;Tak
Gospodarka wodno- úciekowa w aglomeracji W≥oc≥awek II etap;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji SpÛ≥ka z o.o. we W≥oc≥awku;49963913.11;20652208.06;Nie;ochrona úrodowiska;Nie
"""System kanalizacyjny dorzecza gÛrnej Skawy w miejscowoúci Bia≥ka na terenie Gminy MakÛw PodhalaÒski""";"PrzedsiÍbiorstwo wodno-kanalizacyjne ""EKO-SKAWA"" spÛlka z o.o.";31356430.38;20641541.07;Nie;ochrona úrodowiska;Nie
Budowa infrastruktury i zakup sprzÍtu w ramach II etapu budowy terminalu kontenerowego GCT w Gdyni;Gdynia Container Terminal SpÛ≥ka Akcyjna;180859868.42;20551272.51;Nie;transport;Nie
Farma wiatrowa KalnikÛw o mocy 6MW (4 elektrownie wiatrowe o mocy 1,5MW kaøda);"Firma Ga ""ETON"" Andrzej Gπdek";49296291.85;20542678.36;Nie;energetyka;Nie
Przebudowa ulic: LegionÛw (DK 17, 74), Al.. Jana Paw≥a II (DK 17) i Hrubieszowskiej (DK 74) w Zamoúciu.;Miasto ZamoúÊ;24167830.63;20542656.03;Nie;transport;Nie
Budowa trzech elektrowni wiatrowych o ≥πcznej mocy 6MW w gminie Øuromin;Windenerg Sp. z o.o. JAR 3 Sp. k;35778239.45;20516558.17;Nie;energetyka;Nie
Gospodarka osadowa w oczyszczalni wraz z modernizacjπ sieci kanalizacyjnej w aglomeracji S≥upsk;Wodociπgi S≥upsk Sp. z o.o.;48515041.64;20454782.82;Nie;ochrona úrodowiska;Nie
Rozbudowa i modernizacja gospodarki úciekowej na terenie Miasta i Gminy Szczawnica;PodhalaÒskie PrzedsiÍbiorstwo Komunalne Sp. z o.o.;35451579.48;20398797.31;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki úciekowej na terenie Miasta P≥ocka, etap II;Wodociπgi P≥ockie Sp. z o.o.;42769679.57;20321530.72;Nie;ochrona úrodowiska;Nie
"Rozbudowa i modernizacja Oczyszczalni åciekÛw ""WARTA"" S.A. w CzÍstochowie.";"Oczyszczalnia åciekÛw ""WARTA"" S.A.";64649775.40;20252794.32;Nie;ochrona úrodowiska;Nie
Budowa zespo≥u elektrowni wiatrowych ØE—SKO o mocy 7,5 MW w gminie KrzÍcin;KSM Energia SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;38435961.03;20249847.73;Nie;energetyka;Nie
"""Ochrona wÛd w dorzeczu rzeki Dunajec i Uszwicy, poprzez uporzπdkowanie gospodarki wodno - úciekowej na terenie dzia≥alnoúci Zwiπzku MiÍdzygminnego w Brzesku""";Rejonowe PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji w Brzesku Sp. z o.o.;37860648.53;20239466.01;Nie;ochrona úrodowiska;Nie
Kompleksowe rozwiπzanie gospodarki wodno-úciekowej Gminy Miejskiej Lidzbark WarmiÒski;Gmina Miejska Lidzbark WarmiÒski;34213128.64;20150335.30;Nie;ochrona úrodowiska;Nie
Termomodernizacja sieci ciep≥owniczej na terenie miast Gdynia i Rumia;OkrÍgowe PrzedsiÍbiorstwo Energetyki Cieplnej Sp. z o.o.;48430135.37;20063080.16;Nie;energetyka;Tak
Poprawa dostÍpnoúci do Portu Morskiego w Dar≥owie z sieci drÛg krajowych i wojewÛdzkich poprzez budowÍ drÛg dojazdowych;Gmina Miasto Dar≥owo;26265886.43;20002753.69;Nie;transport;Nie
RPD sektora transportu na lata 2007-2008 (GDDKiA);Generalna Dyrekcja DrÛg Krajowych i Autostrad;23496496.00;19972021.60;Nie;administracja;Tak
Kanalizacja obszaru Parku Krajobrazowego Puszcza Zielonka i okolic ñ etap II;Zwiπzek MiÍdzygminny ÑPuszcza Zielonkaî;40393642.87;19832415.33;Nie;ochrona úrodowiska;Tak
Kanalizacja sanitarna Gminy Jasienica w ramach ochrony zlewni zbiornika Gocza≥kowickiego;Gmina Jasienica;32336672.70;19709700.05;Nie;ochrona úrodowiska;Nie
System wodno-kanalizacyjny dorzecza gÛrnej Skawy na terenie miasta i gminy MakÛw PodhalaÒski;"PrzedsiÍbiorstwo wodno-kanalizacyjne ""EKO-SKAWA"" spÛlka z o.o.";31526548.10;19704919.66;Nie;ochrona úrodowiska;Nie
Rozbudowa systemu kanalizacji sanitarnej i wodociπgowej w Gminie OøarÛw Mazowiecki ñ Etap I;Gmina OøarÛw Mazowiecki;31011375.08;19685198.88;Nie;ochrona úrodowiska;Nie
