ANTRAGSNUMMER,Interventionskategorie,Name des Begünstigten,PLZ,BEGINN,ENDE,ZUSAMMENFASSUNG,BEZEICHNUNG,GESAMTBETRAG 1)
ESF/14-SM-A51-0187/15,106.0,Pflegedienst Stügerhoff UG (haftungsbeschränkt),17367,18.06.15,21.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,3572.57
ESF/14-SM-A51-0462/15,106.0,Pflegeheim Neubrandenburg gGmbH,17036,18.11.15,17.11.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,195.0
ESF/14-SM-A51-0086/16,106.0,Pflegeheim St. Spiritus Pasewalk gGmbH,17309,18.01.16,17.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,282.0
ESF/14-SM-A51-0066/16,106.0,Pflegeheim St. Spiritus Pasewalk gGmbH,17309,12.01.16,11.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,3948.0
ESF/14-SM-A51-0278/15,106.0,Pflegeheim St. Spiritus Pasewalk gGmbH,17309,05.08.15,04.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,4333.0
ESF/14-SM-A51-0334/15,106.0,Pflegeheim Südhus GmbH,18059,31.08.15,30.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,600.0
ESF/14-SM-A51-0070/16,106.0,Pflegeheim Südhus GmbH,18059,20.01.16,19.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1500.0
ESF/14-SM-A51-0018/16,106.0,Pflegeheim Südhus Nord GmbH,18147,19.01.16,18.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,2700.0
ESF/14-SM-A51-0333/15,106.0,Pflegeheim Südhus Nord GmbH,18147,28.08.15,27.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,8520.0
ESF/14-SM-A51-0111/15,106.0,Pflegeheim Wohnpark Zippendorf GmbH & Co. KG,19063,28.05.15,07.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,520.0
ESF/14-SM-A51-0387/15,106.0,Pflegekombinat Kranken und Intensivpflege UG,18320,02.10.15,01.10.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1199.5
ESF/14-SM-A51-0184/16,106.0,PflegeSonne GmbH,17034,23.02.16,22.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,995.0
ESF/14-SM-A51-0260/16,106.0,Phi Ho Nguyen - Änderungsschneiderei,19059,31.03.16,30.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,830.0
ESF/14-SM-A51-0425/15,106.0,Physiotherapeutin Ute Westebbe,17498,25.09.15,24.09.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1750.0
ESF/14-SM-A51-0187/16,106.0,pironex GmbH,18055,26.02.16,25.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,437.0
ESF/14-SM-A51-0042/16,106.0,Planungsbüro ift - Ingenieurgemeinschaft für tragwerksplanung,17033,25.01.16,12.01.18,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1510.0
ESF/14-SM-A51-0225/15,106.0,Plückhahn Service GmbH Stralsund,18437,22.07.15,21.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1200.0
ESF/14-SM-A51-0348/15,106.0,Pommerscher Diakonieverein e. V.,17489,14.09.15,09.09.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,37.18
ESF/14-SM-A51-0035/16,106.0,Pommerscher Diakonieverein e. V.,17489,18.12.15,17.12.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,95.0
ESF/14-SM-A51-0319/15,106.0,Pommerscher Diakonieverein e. V.,17489,02.09.15,01.09.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,127.5
ESF/14-SM-A51-0185/16,106.0,Pommerscher Diakonieverein e. V.,17489,23.02.16,22.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,174.0
ESF/14-SM-A51-0193/16,106.0,Pommerscher Diakonieverein e. V.,17489,01.03.16,28.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,174.0
ESF/14-SM-A51-0386/16,106.0,Pommerscher Diakonieverein e. V.,17489,21.06.16,20.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,200.0
ESF/14-SM-A51-0357/15,106.0,Pommerscher Diakonieverein e. V.,17489,17.09.15,16.09.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,255.0
ESF/14-SM-A51-0126/16,106.0,Pommerscher Diakonieverein e. V.,17489,01.02.16,31.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,280.0
ESF/14-SM-A51-0205/16,106.0,Pommerscher Diakonieverein e. V.,17489,01.03.16,28.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,280.0
ESF/14-SM-A51-0299/16,106.0,Pommerscher Diakonieverein e. V.,17489,19.04.16,18.04.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,288.0
ESF/14-SM-A51-0139/16,106.0,Pommerscher Diakonieverein e. V.,17489,05.02.16,04.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,288.0
ESF/14-SM-A51-0177/16,106.0,Pommerscher Diakonieverein e. V.,17489,23.02.16,22.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,300.0
ESF/14-SM-A51-0343/16,106.0,Pommerscher Diakonieverein e. V.,17489,24.05.16,23.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,380.0
ESF/14-SM-A51-0220/16,106.0,Pommerscher Diakonieverein e. V.,17489,07.03.16,06.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,415.0
ESF/14-SM-A51-0378/16,106.0,Pommerscher Diakonieverein e. V.,17489,10.06.16,09.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,522.0
ESF/14-SM-A51-0300/16,106.0,Pommerscher Diakonieverein e. V.,17489,19.04.16,18.04.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,522.0
ESF/14-SM-A51-0167/16,106.0,Pommerscher Diakonieverein e. V.,17489,17.02.16,16.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,672.0
ESF/14-SM-A51-0377/16,106.0,Pommerscher Diakonieverein e. V.,17489,10.06.16,09.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,696.0
ESF/14-SM-A51-0145/15,106.0,Pommerscher Diakonieverein e. V.,17489,10.06.15,23.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,828.75
ESF/14-SM-A51-0387/16,106.0,Pommerscher Diakonieverein e. V.,17489,21.06.16,20.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1200.0
ESF/14-SM-A51-0366/16,106.0,Pommerscher Diakonieverein e. V.,17489,02.06.16,01.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1625.0
ESF/14-SM-A51-0231/16,106.0,Pommerscher Diakonieverein e. V.,17489,01.04.16,31.03.18,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,10710.0
ESF/14-SM-A51-0058/15,106.0,Porthun & Thiede Systemhaus GmbH & Co. KG,19055,17.06.15,15.04.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,3402.0
ESF/14-SM-A51-0458/16,106.0,Pribbernow + Mühlke GmbH,19370,24.08.16,23.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,155.0
ESF/14-SM-A51-0110/16,106.0,prisma werbung GmbH,18059,10.02.16,09.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,437.0
ESF/14-SM-A51-0008/16,106.0,PRT Rohrtechnik Rostock GmbH,18198,09.12.15,08.12.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,2455.0
ESF/14-SM-A51-0304/15,106.0,Pumpen + Pneumatik Service Danielis GmbH,19061,18.08.15,17.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1780.0
ESF/14-SM-A51-0148/16,106.0,R. Kossow & Levermann GmbH,18337,19.02.16,18.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,4862.0
ESF/14-SM-A51-0523/15,106.0,rebus Regionalbus Rostock GmbH,18273,18.11.15,17.11.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,30450.0
ESF/14-SM-A511-0009/15,106.0,"REFA-Verband für Arbeitsgestaltung, Betriebsorganisation und Unter- nehmensentwicklung e.V. LV M-V",18055,13.08.15,20.11.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,25410.0
ESF/14-SM-A51-0444/15,106.0,ReformKontor GmbH & Co. KG,19246,13.10.15,12.10.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,2304.0
ESF/14-SM-A511-0017/15,106.0,RegioVision GmbH Schwerin,19057,08.10.15,01.12.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,28669.0
ESF/14-SM-A51-0435/16,106.0,Reinhard Schüler Tiefbau GmbH,19061,10.08.16,09.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,830.0
ESF/14-SM-A51-0043/16,106.0,René Pieper - Pieper Catering und Promotion,18147,07.01.16,06.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,437.0
ESF/14-SM-A51-0398/16,106.0,Ribnitzer Metallverarbeitung GmbH,18311,23.06.16,22.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,2064.0
ESF/14-SM-A51-0340/15,106.0,Ribnitzer Metallverarbeitung GmbH,18311,17.09.15,16.09.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,3552.0
ESF/14-SM-A51-0323/15,106.0,Ribnitzer Metallverarbeitung GmbH,18311,19.08.15,18.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,3805.0
ESF/14-SM-A51-0453/15,106.0,RIS Industrie- und Kraftwerksservice GmbH & Co. KG,17509,17.11.15,16.11.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,5330.0
ESF/14-SM-A51-0099/16,106.0,Röhrenhandel Meck Rohr GmbH,18059,09.02.16,08.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,437.0
ESF/14-SM-A51-0413/16,106.0,Röhrenhandel Meck Rohr GmbH,18059,28.06.16,27.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,450.0
ESF/14-SM-A51-0153/16,106.0,RONO Maschinenbau GmbH,23923,17.02.16,16.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,675.0
ESF/14-SM-A51-0280/15,106.0,RONO Maschinenbau GmbH,23923,20.08.15,19.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,7295.0
ESF/14-SM-A51-0152/16,106.0,RONO Maschinenbau GmbH,23923,17.02.16,16.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,10800.0
ESF/14-SM-A51-0230/15,106.0,Rostock Ferry Services GmbH & Co. KG,18147,21.07.15,20.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,13200.0
ESF/14-SM-A51-0029/16,106.0,Rostock Trimodal GmbH,18147,09.12.15,08.12.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1980.0
ESF/14-SM-A51-0285/16,106.0,Rostocker Fußball-Club von 1895 e. V.,18059,12.07.16,11.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,690.0
ESF/14-SM-A51-0180/15,106.0,Rostocker Heimstiftung,18069,02.06.15,27.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,120.0
ESF/14-SM-A51-0143/15,106.0,Rostocker Heimstiftung,18069,06.05.15,27.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,120.0
ESF/14-SM-A51-0245/16,106.0,Rostocker Heimstiftung,18069,30.03.16,29.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,159.0
ESF/14-SM-A51-0126/15,106.0,Rostocker Heimstiftung,18069,30.04.15,12.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,180.0
ESF/14-SM-A51-0191/15,106.0,Rostocker Heimstiftung,18069,04.06.15,03.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,180.0
ESF/14-SM-A51-0218/15,106.0,Rostocker Heimstiftung,18069,16.06.15,07.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,180.0
ESF/14-SM-A51-0534/15,106.0,Rostocker Heimstiftung,18069,23.11.15,22.11.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,185.0
ESF/14-SM-A51-0250/16,106.0,Rostocker Heimstiftung,18069,30.03.16,29.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,247.0
ESF/14-SM-A51-0460/15,106.0,Rostocker Heimstiftung,18069,12.10.15,11.10.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,860.0
ESF/14-SM-A51-0295/15,106.0,Rostocker Heimstiftung,18069,05.08.15,04.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,860.0
ESF/14-SM-A51-0316/16,106.0,Rostocker Heimstiftung,18069,02.05.16,01.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,952.0
ESF/14-SM-A51-0335/16,106.0,Rostocker Heimstiftung,18069,17.05.16,16.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1260.0
ESF/14-SM-A51-0096/16,106.0,Rostocker Heimstiftung,18069,04.02.16,03.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1540.0
ESF/14-SM-A51-0321/16,106.0,Rostocker Heimstiftung,18069,04.05.16,03.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1540.0
ESF/14-SM-A51-0475/16,106.0,Rostocker Heimstiftung,18069,25.08.16,24.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1590.0
ESF/14-SM-A51-0355/15,106.0,Rostocker Heimstiftung,18069,24.09.15,23.09.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1680.0
ESF/14-SM-A51-0119/16,106.0,Rostocker Heimstiftung,18069,10.02.16,09.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,2800.0
ESF/14-SM-A51-0433/16,106.0,Rostocker Heimstiftung,18069,05.08.16,04.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,5880.0
ESF/14-SM-A51-0184/15,106.0,Rostocker Heimstiftung,18069,01.06.15,04.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,7575.0
ESF/14-SM-A51-0144/15,106.0,Rostocker Heimstiftung,18069,21.05.15,01.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,7980.0
ESF/14-SM-A51-0320/16,106.0,Rostocker Heimstiftung,18069,13.05.16,12.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,10440.0
ESF/14-SM-A51-0303/16,106.0,RoWerk 18 GmbH,18184,03.05.16,02.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,560.0
ESF/14-SM-A51-0203/16,106.0,RTN Rohrleitungs- und Tiefbau GmbH,17036,01.03.16,28.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,975.0
ESF/14-SM-A51-0146/16,106.0,RTN Rohrleitungs- und Tiefbau GmbH,17036,19.02.16,18.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,975.0
ESF/14-SM-A51-0357/16,106.0,RTN Rohrleitungs- und Tiefbau GmbH,17036,26.05.16,25.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,2925.0
ESF/14-SM-A51-0317/15,106.0,RTN Rohrleitungs- und Tiefbau GmbH,17036,29.09.15,28.09.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,4385.0
ESF/14-SM-A511-0010/15,106.0,S&N Systemhaus für Netzwerk- und Datentechnik GmbH,18055,13.08.15,20.11.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,24571.55
ESF/14-SM-A51-0222/16,106.0,Sabrina Brauer - Meerwerk Physioherapie & Kosmetik,18211,21.03.16,20.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,600.0
ESF/14-SM-A51-0146/15,106.0,Sanitas Pflege- und Betreuungs GmbH,19053,19.05.15,14.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,101.0
ESF/14-SM-A51-0509/15,106.0,Sanitas Pflege- und Betreuungs GmbH,19053,11.11.15,10.11.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,202.0
ESF/14-SM-A51-0303/15,106.0,Sanitas Pflege- und Betreuungs GmbH,19053,13.08.15,09.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,303.0
ESF/14-SM-A51-0408/16,106.0,Sanitas Pflege- und Betreuungs GmbH,19053,26.07.16,25.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,404.0
ESF/14-SM-A51-0150/15,106.0,Sanitas Pflege- und Betreuungs GmbH,19053,01.06.15,08.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,404.0
ESF/14-SM-A51-0407/16,106.0,Sanitas Pflege- und Betreuungs GmbH,19053,26.07.16,25.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,505.0
ESF/14-SM-A51-0409/16,106.0,Sanitas Pflege- und Betreuungs GmbH,19053,26.07.16,25.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,808.0
ESF/14-SM-A51-0406/16,106.0,Sanitas Pflege- und Betreuungs GmbH,19053,26.07.16,25.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1212.0
ESF/14-SM-A51-0261/15,106.0,Sanitas Pflege- und Betreuungs GmbH,19053,10.08.15,09.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1220.0
ESF/14-SM-A51-0368/15,106.0,SBL Ludwigslust GmbH,19288,16.09.15,15.09.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,2080.0
ESF/14-SM-A51-0275/16,106.0,Scandinavian WeldTech GmbH,18198,06.04.16,05.04.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,600.0
ESF/14-SM-A51-0274/16,106.0,Scandinavian WeldTech GmbH,18198,31.03.16,30.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1696.0
ESF/14-SM-A51-0221/15,106.0,Scheelehof Betreibergesellschaft mbH,18439,16.06.15,05.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,60.0
ESF/14-SM-A51-0106/16,106.0,Scheelehof Betreibergesellschaft mbH,18439,20.01.16,19.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,440.0
ESF/14-SM-A51-0016/16,106.0,Scheelehof Betreibergesellschaft mbH,18439,21.01.16,20.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,830.0
ESF/14-SM-A511-0003/15,106.0,Scholz Interim GmbH,21717,12.08.15,20.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,5681.53
