Name des Begünstigten -  beneficiary name;Bezeichnung des Vorhabens - operation name;Zusammenfassung des Vorhabens - operation summary;Beginns des Vorhabens - operation start date;Ende des Vorhabens  - operation end date;Gesamtbetrag der förderfähigen Ausgaben des Vorhabens - total eligible expenditure allocated to the operation;Unions-Kofinanz-ierungs-satz  pro Prioritätsachse - Union co-financing rate;Postleitzahl des Vorhabens - operation postcode;Land -country;Bezeichnung der Interventionskategorie-  name of category of intervention
Konditorei-Confiserie-Pension Inh. Michaela Graeser;2016 EEB 0124;"Durchführung einer Energieeffizienzberatung (Situationsanalyse) für das Unternehmen Konditorei * Confiserie * Pension ""Stadt-Kaffee"" Michaela Graeser";20.06.2016;15.07.2016;9.093,75 €;80%;98527;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Königsee Implantate GmbH;2015 EEI 0089;Installation einer Wärmeschiene mit Pufferspeicher und einer zentralen Steuerung für das Unternehmen Königsee Implantate GmbH;01.02.2016;30.09.2016;85.000,00 €;80%;7426;Deutschland;068- Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Konrad Dölz Metallbau Inh. Karsten Dölz;2015 TIZ 0462;Anschaffung neuer Maschinen und Einrichtungen sowie immaterieller Wirtschaftsgüter für das Unternehmen;04.01.2016;30.11.2016;147.000,00 €;80%;7586;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Koscielsky & Koscielsky GmbH;2015 TIZ 0388;Durchführung baulicher Investitionen und Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;08.10.2015;31.05.2016;183.500,00 €;80%;99817;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Kosmetik+Friseur Nikola Schadt;2015 TIZ 0348;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;01.10.2015;31.12.2015;61.346,28 €;80%;99880;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Kosmetikstudio Lucia Reinhardt;2015 TIZ 0134;Durchführung baulicher Investitionen sowie Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;08.04.2015;07.04.2017;20.000,00 €;80%;99084;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Kreuz GmbH;2015 TIZ 0030;Bauliche Investitionen und Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;28.01.2015;27.01.2017;250.000,00 €;80%;98617;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
KTR Kunststoff-Technik GmbH Am Rennsteig;2015 TIZ 0234;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;17.06.2015;17.06.2016;237.524,39 €;80%;98743;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Kündig Nahrungsmittel GmbH & Co.KG Deutschland;2015 EEI 0007;Optimierung der Drucklufterzeugung mit WRG für die Kündig Nahrungsmittel & Co.KG Deutschland;10.09.2015;24.11.2015;53.800,37 €;80%;98617;Deutschland;068- Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Kündig Nahrungsmittel GmbH & Co.KG Deutschland;2016 EEI 0018;Umstellung der Beschickungsanlage (Materialtransport / Anlage 1)  von Druckluft-Transport auf ein Pendelbecherwerk für das Unternehmen Kündig Nahrungsmittel GmbH & Co.KG;01.02.2016;01.06.2016;21.150,00 €;80%;98617;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Kündig Nahrungsmittel GmbH & Co.KG Deutschland;2016 EEI 0118;Umstellung der Beschickungsanlage (Materialtransport/Anlage 2) von          Druckluft-Transport auf ein Pendelbecherwerk für das Unternehmen Kündig Nahrungsmittel GmbH GmbH & Co.KG;24.06.2016;30.10.2016;21.150,00 €;80%;98617;Deutschland;068- Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Kunststofftechnik Breitungen GmbH & Co. KG.;2015 EEB 0066;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für das Unternehmen Kunststofftechnik Breitungen GmbH & Co. KG;01.01.2016;01.07.2016;12.600,00 €;80%;98597;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
K-UTEC AG Salt Technologies;2016 AWF 0074;Kontaktanbahnung im Rahmen einer Delegationsreise nach Teheran/Iran über die LEG Thüringen mbH vom 16.05.2016 bis 20.05.2016;16.03.2016;31.10.2016;1.600,00 €;80%;99706;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
L & K Land- und Kraftfahrzeugtechnik GmbH;2015 TIZ 0233;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;22.06.2015;30.06.2016;200.000,00 €;80%;99326;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Lack Art Sascha Uhlig;2015 TIZ 0082;Durchführung baulicher Investitionen und Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;01.03.2015;31.12.2015;87.784,65 €;80%;7548;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Lack Art Sascha Uhlig;2016 EEB 0043;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für das Unternehmen LackArt Sascha Uhlig;01.04.2016;01.08.2016;11.575,00 €;80%;7548;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
LADAK Lackier-Center Inh. Ingolf Birkigt;2015 EEB 0098;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für das Unternehmen LADAK Lackier-Center;25.11.2015;31.03.2016;11.575,00 €;80%;7552;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Ladenbau Hunold GmbH;2016 TIZ 0028;Anschaffung neuer Maschinen und Einrichtungen;03.02.2016;31.12.2016;250.000,00 €;80%;37327;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Landbäckerei Achim Becher;2015 EEB 0034;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für die Bäckerei Achim Becher;20.11.2015;28.02.2016;7.300,00 €;80%;7937;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Landbäckerei Plötner Inh. Jan Plötner;2016 EEB 0069;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für die Bäckerei Plötner;01.05.2016;31.08.2016;8.200,00 €;80%;7616;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Landfleischerei Kirchheilingen GmbH;2015 TIZ 0147;Anschaffung neuer Geräte und Einrichtungen sowie immaterieller Wirtschaftsgüter für die Fleischerei;02.04.2015;31.01.2016;89.874,27 €;80%;99947;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
"Landhotel ""Zum braunen Hirsch"" Inh. Steffi Kleinsteuber";2015 TIZ 0474;Durchführung baulicher Investitionen sowie Anschaffung neuer Maschinen und Einrichtungen;04.01.2016;31.10.2016;40.000,00 €;80%;99986;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Landschaftspflege und Umweltdienst Uwe Gunkel;2015 TIZ 0127;Durchführung von baulichen Investitionen durch die Fa. Landschaftspflege und Umweltdienst Uwe Gunkel (Besitzunternehmen) zur Vermietung an die Fa. Umweltdienst Gunkel GmbH (Betirebsunternehmen);01.05.2015;31.12.2016;250.000,00 €;80%;37355;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
LASER Blechbe- & - verarbeitungs GmbH;2016 EEB 0050;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für das Unternehmen LASER Blechbe-&-verarbeitungs GmbH;01.04.2016;01.07.2016;9.560,00 €;80%;7551;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Laserzentrum Schorcht GmbH;2015 AWF 0021;Teilnahme an der internationalen Messe EuroBLECH vom 25.10.2016 - 29.10.2016 in Hannover sowie zur Erstellung von Werbematerialien in mindestens einer Fremdsprache;30.10.2015;29.10.2016;13.000,00 €;80%;7616;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
LASOS Lasertechnik GmbH;2016 AWF 0058;Teilnahme an der Messe Cyto Conference in Seattle, Washington State vom 11.06.2016 bis 15.06.2016 sowie zur Erstellung von Werbematerialien in mindestens einer Fremdsprache;05.03.2016;15.06.2016;13.000,00 €;80%;7745;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
LASOS Lasertechnik GmbH;2016 AWF 0059;Teilnahme an der Messe  Society for Neuroscience (SfN) in Seattle, Washington State in der Zeit vom 12.11.2016 bis 16.11.2016 und Erstellung von Werbematerial in mindestens einer Fremdsprache;05.03.2016;16.11.2016;13.000,00 €;80%;7745;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
LASOS Lasertechnik GmbH;2016 AWF 0061;Teilnahme an der Messe SPIE Photonics West 2017 in San Francisco, California in der Zeit vom 28.01.2017 bis 02.02.2017 sowie Erstellung von Werbematerialien in mindestens einer Fremdsprache;05.03.2016;02.02.2017;13.000,00 €;80%;7745;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
LASOS Lasertechnik GmbH;2016 AWF 0062;Teilnahme an der Messe SPIE BIOS Expo 2017 in San Francisco, California in der Zeit vom 28.01.2017 bis 02.02.2017 sowie zur Erstellung von Werbematerialien in mindestens einer Fremdsprache;05.03.2016;02.02.2017;13.000,00 €;80%;7745;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
LED-Mafia Inh. Christian Schreyl;2015 TIZ 0158;bauliche Investitionen und Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;01.08.2015;31.12.2015;13.011,61 €;80%;99510;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Leibniz-Institut für Naturstoff- Forschung und Infektions- biologie e. V. Hans-Knöll-Institut;2015 FGI 0006;Integrierte Bioprozessentwicklung neuer Fermentations- und Produktreinigungsverfahren (Downstream-Processing) von Naturstoffen;01.05.2016;30.04.2017;526.551,00 €;80%;7745;Deutschland;058 - Forschungs- und Innovationsinfrastruktur (öffentlich)
Leibniz-Institut für Naturstoff- Forschung und Infektions- biologie e. V. Hans-Knöll-Institut;2015 FGI 0007;Massenspektrometrische Charakterisierung der Wirt-Pilzpathogen Interaktion (MACWiP);02.05.2016;30.04.2017;699.720,00 €;80%;7745;Deutschland;058 - Forschungs- und Innovationsinfrastruktur (öffentlich)
Leibniz-Institut für Photonische Technologien e.V.;2015 FOR 0001;Multikontrast-Intravitalmikroskop;01.08.2015;31.07.2018;449.200,00 €;80%;7745;Deutschland;058 - Forschungs- und Innovationsinfrastruktur (öffentlich)
Leibniz-Institut für Photonische Technologien e.V.;2015 FOR 0018;Anlagen und Komponenten zum Erhalt und Ausbau der Preform-Kern-Technologie (CoreTech);01.11.2015;31.03.2017;199.908,10 €;80%;7745;Deutschland;058 - Forschungs- und Innovationsinfrastruktur (öffentlich)
Leibniz-Institut für Photonische Technologien e.V.;2015 FOR 0019;Flexible Ziehlinie zur Entw. von Spezialcanes und -fasern (FlexFiber);15.11.2015;31.03.2017;799.263,50 €;80%;7745;Deutschland;058 - Forschungs- und Innovationsinfrastruktur (öffentlich)
Leibniz-Institut für Photonische Technologien e.V. (Engl.Leibniz Institute of Photonic Technology);2015 FE 9012;Hochempfindliche UV-Raman-spektroskopische Analyse minimaler Substanzmengen in fluidischen Systemen;01.06.2016;31.05.2019;322.278,96 €;80%;7743;Deutschland;062 - Technologietransfer und Zusammenarbeit zwischen Hochschulen und Unternehmen, vor allem zugunsten von KMU
Leibniz-Institut für Photonische Technologien e.V. (Engl.Leibniz Institute of Photonic Technology);2015 FGI 0008;Ausbau der Infrastruktur zur Erforschung und Herstellung höchstempfindlicher photonischer Dedektoren für optische Gesundheitstechnologien;01.06.2016;31.10.2017;384.955,01 €;80%;7745;Deutschland;058 - Forschungs- und Innovationsinfrastruktur (öffentlich)
Leibniz-Institut für Photonische Technologien e.V. (Engl.Leibniz Institute of Photonic Technology);2015 FGI 0011;Farbbasierte Biosensorik (FBS) - ein innovativer Ansatz für die Biophotonik;01.05.2016;31.10.2017;434.010,75 €;80%;7745;Deutschland;058 - Forschungs- und Innovationsinfrastruktur (öffentlich)
Leibniz-Institut für Photonische Technologien e.V. (Engl.Leibniz Institute of Photonic Technology);2016 IVN 0063;"Vorbereitung eines Projektantrages zum Thema ""Aktive und passive textile Kühlsysteme auf Basis von nanoscaligen Halbleitermaterialien durch Nutzung des thermoelektrischen Effekts""";24.06.2016;15.10.2016;50.000,00 €;80%;7745;Deutschland;065 - Forschungs- und Innovationsinfrastruktur, Prozesse, Technologietransfer und Zusammenarbeit in Unternehmen mit Schwerpunkt auf der CO 2 -armen Wirtschaft und der Verstärkung der Widerstandsfähigkeit gegenüber dem Klimawandel
leitec energy GmbH;2015 FE 0024;PV-SoT Hybridkollektor mit intelligenter Steuerungs- und Regelungstechnik;01.01.2016;31.01.2018;435.299,48 €;80%;37308;Deutschland;065 - Forschungs- und Innovationsinfrastruktur, Prozesse, Technologietransfer und Zusammenarbeit in Unternehmen mit Schwerpunkt auf der CO 2 -armen Wirtschaft und der Verstärkung der Widerstandsfähigkeit gegenüber dem Klimawandel
leitec energy GmbH;2015 TIZ 0189;Durchführung baulicher Investitionen sowie Anschaffung neuer Maschinen und Einrichtungen und immaterieller Wirtschaftsgüter für das Unternehmen;01.06.2015;31.12.2016;100.000,00 €;80%;37308;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
LEITEC Gebäudetechnik GmbH;2015 TIZ 0185;Anschaffung neuer Maschinen und Einrichtungen sowie immaterieller Wirtschaftsgüter für das Unternehmen;01.06.2015;31.12.2016;140.000,00 €;80%;37308;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Leitec Wasser Wärme Technik GmbH;2015 TIZ 0326;Anschaffung neuer Geräte und Einrichtungen für das Unternehmen;01.09.2015;31.12.2016;40.000,00 €;80%;37308;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Leo Maschinencenter GmbH;2016 TIZ 0072;Anschaffung von Minibaggern für das Unternehmen;15.03.2016;31.12.2016;65.361,58 €;80%;7407;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
LFG - Eckhard Oertel e.K.;2015 EEB 0010;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für das Unternehmen LFG - Eckhard Oertel e. K.;14.09.2015;15.11.2015;8.000,00 €;80%;7549;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
LFG - Eckhard Oertel e.K.;2015 FE 0032;Entwicklung einer Verfahrenskette zur hochpräzisen und effektiven Fertigung von Hochstrom-Leiterplatten für Leistungselektronik-Anwendungen bis 500 A in typischen Applikationsfeldern (HSLP);01.03.2016;31.03.2018;320.443,77 €;80%;7549;Deutschland;064 - Forschungs- und Innovationsprozesse in KMU (einschließlich Gutscheinprogrammen, Innovationen in den Bereichen Verfahren, Design und Dienstleistung sowie sozialer Innovationen)
LFG - Eckhard Oertel e.K.;2016 AWF 0115;Teilnahme an derv internationalen Messe Sensor & Test  vom 30.05.2017 - 01.06.2017 in Nürnberg;01.06.2016;01.06.2017;6.000,00 €;80%;7549;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
LFG - Eckhard Oertel e.K.;2016 AWF 0116;Teilnahme an der internationalen Messe Electronica vom 08.11.2016 - 11.11.2016 in München sowie zur Erstellung von Werbematerialien in mindestens einer Fremdsprache;01.06.2016;11.11.2016;13.000,00 €;80%;7549;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
Licht-produktiv Nico Bruder;2015 TIZ 0466;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;01.12.2015;30.11.2017;125.000,00 €;80%;6567;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Lindenlaub GmbH , Garten- und Landschaftsbau;2016 TIZ 0088;bauliche Investitionen und Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;01.03.2016;31.10.2016;278.000,00 €;80%;99428;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
LLT Applikation GmbH;2015 FE 9059;Präzisions- und Mikrobearbeitung keramischer Werkstoffe mit Ultrakurzpuls-Laser im industriellen Umfeld;15.06.2016;14.06.2019;330.000,00 €;80%;98693;Deutschland;062 - Technologietransfer und Zusammenarbeit zwischen Hochschulen und Unternehmen, vor allem zugunsten von KMU
LLT Applikation GmbH;2016 AWF 0025;Teilnahme an der internationalen Messe Compamed 2016 vom  14.11.2016 bis 17.11.2016 in Düsseldorf / Deutschland sowie zur Erstellung von Werbematerialien in mindestens einer Fremdsprache;15.02.2016;17.11.2016;13.000,00 €;80%;98693;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
LLT Applikation GmbH;2016 AWF 0097;Teilnahme an der  internationalen Messe der Lasertechnologien  LASER World of Photonics 2017 in München  vom 26.06.2017-29.06.2017 sowie zur Erstellung von Werbematerialien in englischer Sprache;14.04.2016;29.06.2017;13.000,00 €;80%;98693;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
LLT Applikation GmbH;2016 AWF 0123;Teilnahme an der internationalen Messe Compamed 2017 in Düsseldorf  vom 13.11.2017-16.11.2017 sowie zur Erstellung von Werbematerialien in mindestens einer Fremdsprache;03.06.2016;16.11.2017;13.000,00 €;80%;98693;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
Löffler - Naturstammhaus GmbH & Co. KG;2016 EEB 0003;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für das Unternehmen Löffler-Naturstammhaus GmbH & Co.KG;18.01.2016;30.04.2016;10.280,00 €;80%;98596;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
