years,source,beneficiary,name_of_operation,on_finish_total_value,allocated_public_funding
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"CARETRONIC Technik und Service GmbH
Lübeck",A2 - Potenzialberatung,"1.800,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Carow KG Wäscherei - Textilpflege
Kiel",A2 - Potenzialberatung,"3.000,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Car-Port Autohandels GmbH
Heikendorf",A2 - Potenzialberatung,"2.925,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"coffee fair
Eutin",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Coffeefair Online
Eutin",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"CogniMed GmbH
Gesellschaft für medizinische und industrielle 
Meß- und Automatisierungstechnik mbH
Reinfeld",A2 - Potenzialberatung,"2.700,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Colortechnik Stamer
Wöhrden",A2 - Potenzialberatung,"3.000,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Consist Software Solution GmbH
Kiel",A2 - Potenzialberatung,"3.000,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"CRE Rösler Electronic GmbH
Hohenlockstedt",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Creativ Tours GmbH
Pferd & Reiter
Tangstedt",A2 - Potenzialberatung,"3.000,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Creditreform Flensburg Hanisch KG
Flensburg",A2 - Potenzialberatung,"3.000,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Creditreform Neumünster Hanisch KG 
Neumünster",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"critical care Gesellschaft für home care 
Medizintechnik mbH & Co. KG
Kaltenkirchen",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"CSV Nord Inh. Sönke Mauderer
Janneby",A2 - Potenzialberatung,"1.200,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"D & S Unsere Pflege GmbH
Eckernförde",A2 - Potenzialberatung,"3.000,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"D+H Mechatronic AG
Ammersbek",A2 - Potenzialberatung,"3.000,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Gill
Ascheberg",A2 - Potenzialberatung,"1.800,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei und Fassadenbau Wagner GmbH
Ammersbek",A2 - Potenzialberatung,"1.170,00",
2008,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Daheim enteral - parenteral
Marlen De Pascale
Lübeck",A2 - Potenzialberatung,"2.970,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dammin GmbH
Borgwedel",A2 - Potenzialberatung,"3.000,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dansk Aldersdomshjem Alten- und Pflegeheim
Flensburg",A2 - Potenzialberatung,"3.000,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"DAP Der ambulante Pflegedienst R. Matschy
Kiel",A2 - Potenzialberatung,"3.000,00",
2008,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Das Fenster OHG Manfred Lenschau
Kiel",A2 - Potenzialberatung,"3.000,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Data & Vision GmbH
Kiel",A2 - Potenzialberatung,"2.100,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"DC Agrar
Nübel",A2 - Potenzialberatung,"2.925,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Deezbüller Holzwerkstatt Peter Raddatz
Niebüll",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Delewski Kälte u. Klimatechnik GmbH
Osterrönfeld",A2 - Potenzialberatung,"1.200,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dentallabor Maik Kroll
Glücksburg",A2 - Potenzialberatung,"600,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Der Hahnsühner Bäcker
Wangels",A2 - Potenzialberatung,"3.000,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Deutsches Rotes Kreuz Ortsverein Plön
Plön",A2 - Potenzialberatung,"2.700,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Deutsches Rotes Kreuz Ortsverein Wedel e. V. - 
Sozialstation -
Wedel",A2 - Potenzialberatung,"3.000,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Hallen 
Elke Heissing
Lübeck",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dienstleistungen Moll
Eckernförde",A2 - Potenzialberatung,"2.880,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dieter Schnoor GmbH & Co. KG
Hüsby",A2 - Potenzialberatung,"2.295,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Digisound-Electronic GmbH
Norderstedt",A2 - Potenzialberatung,"2.100,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Diplom-Ingenieur Eckart Ramert Ingenieur-Büro 
für Elektronik
Kronshagen",A2 - Potenzialberatung,"3.000,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dirk Ahlmann Turnier- und Ausbildungsstall
Reher",A2 - Potenzialberatung,"1.800,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"DL Consult GmbH
Braak",A2 - Potenzialberatung,"3.000,00",
2008,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"DMS Direkt-Marketing-Service Menge & Partner 
GmbH
Harrislee",A2 - Potenzialberatung,"2.700,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"DOMICIL Seniorenpflegeheim
Heide",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dornbusch Baugesellschaft mbH
Garding",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"D-Process
Rendsburg",A2 - Potenzialberatung,"2.400,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. med. F. Ingwersen Praxis für Psychiatrie und 
Psychotherapie
Husum",A2 - Potenzialberatung,"2.100,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dres. med. P. Melloh, S. Soecknick 
Allgemeinmediziner Naturheilverfahren
Lübeck",A2 - Potenzialberatung,"600,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"DRK Deutsches Rotes Kreuz Kreisverband 
Dithmarschen e. V.
Heide",A2 - Potenzialberatung,"3.000,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"DRK-Kreisverband Ostholstein e.V.
Eutin",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Druckerei Frank 
Itzehoe",A2 - Potenzialberatung,"3.000,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Druckhaus Menne GmbH
Lübeck",A2 - Potenzialberatung,"2.400,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Drucksachenvertrieb Jörß
Elmshorn",A2 - Potenzialberatung,"3.000,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"dsn Analysen & Strategien 
Kooperationsmanagement
Kiel",A2 - Potenzialberatung,"1.500,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"E. Kirschke GmbH
Pinneberg",A2 - Potenzialberatung,"900,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"EAB-Schümann GmbH
Brunsbüttel",A2 - Potenzialberatung,"3.000,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ebbe und Flut Naturkostwaren
Husum",A2 - Potenzialberatung,"300,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Edelstahlservice & Anlagetechnik Petersen GmbH
Silberstedt",A2 - Potenzialberatung,"3.000,00",
2008,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Eider Landgeräte GmbH
Weddingstedt",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Eider Landgeräte GmbH
Weddingstedt",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"EKF Dithmarscher Sauerfleischspezialitäten Inh. 
Doris Karstens
Frestedt",A2 - Potenzialberatung,"900,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Elektro Langner Hans-Christian Langner
Bergenhusen",A2 - Potenzialberatung,"3.000,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Elektro-Haase GmbH
Hoisdorf",A2 - Potenzialberatung,"3.000,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Elektro-Schallhorn
Hennstedt",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"ELLAS Inh. Toni Celjak
Bredstedt",A2 - Potenzialberatung,"1.500,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ellerbrock GmbH
Bargteheide",A2 - Potenzialberatung,"3.000,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"elotec solutions u. service GmbH
Dätgen",A2 - Potenzialberatung,"2.592,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Elsholz Garten- und Landschaftsbau
Husum",A2 - Potenzialberatung,"3.000,00",
2008,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Emcke Heimtierbedarf Im- und Export
Tarp",A2 - Potenzialberatung,"2.100,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"EMS GmbH
Hohenlockstedt",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"EnergieSpar-Haus Lübeck GmbH
Lübeck",A2 - Potenzialberatung,"3.000,00",
2008,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Erd- und Baggerarbeiten O. Schmitz
Wenningstedt-Braderup",A2 - Potenzialberatung,"1.080,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Erdarbeiten GbR Gabriel-Liedtke
Arlewatt",A2 - Potenzialberatung,"2.400,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ernst Bergmann GmbH & Co. KG
Rendsburg",A2 - Potenzialberatung,"1.200,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ernst Loof GmbH & Co. KG
Husum",A2 - Potenzialberatung,"1.500,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ernst Zwinzscher GmbH & Co. KG Tischlerei und 
Ladenbau
Kiel",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Eschweiler GmbH & Co. KG
Kiel",A2 - Potenzialberatung,"3.000,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Eselpark Nessendorf GbR
Blekendorf",A2 - Potenzialberatung,"3.000,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"EST Dienstleistungen 
Lägerdorf",A2 - Potenzialberatung,"3.000,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Europatrans Spedition GmbH
Lübeck",A2 - Potenzialberatung,"2.925,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ewert & Krohn GmbH
Bokholt-Hanredder",A2 - Potenzialberatung,"2.100,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"F. & H. Hagge Getränkegroßhandel
Oldenburg",A2 - Potenzialberatung,"3.000,00",
2008,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fa. Günther Juterzenka - Planung und 
Konstruktion
Glückstadt",A2 - Potenzialberatung,"2.925,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fachärzte für Anästhesiologie B. Buttgereit, 
S.Carstensen, C. Duyster
Kiel",A2 - Potenzialberatung,"2.925,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fährhaus Spiekerhörn Inhaber: Frank Plüschau
Raa-Besenbek",A2 - Potenzialberatung,"600,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fahrschul GbR Sierks & Schnoor 
Jübek",A2 - Potenzialberatung,"3.000,00",
2008,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fahrschule Jürgen Schölermann
Bargteheide",A2 - Potenzialberatung,"2.925,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Falke Küchen und Hausgeräte
Kiel",A2 - Potenzialberatung,"3.000,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Falkenthal's Seafood Inh. Lars Falkenthal
Grömitz",A2 - Potenzialberatung,"1.500,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Familienwohngruppe Rettkowski
Oster-Ohrstedt",A2 - Potenzialberatung,"1.500,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fecon GmbH
Flensburg",A2 - Potenzialberatung,"2.592,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fedder Reisen GmbH
Großenwiehe",A2 - Potenzialberatung,"3.000,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Feinbäckerei Schüler
Lübeck",A2 - Potenzialberatung,"285,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"FERROTEC Gmbh
Reinfeld",A2 - Potenzialberatung,"1.800,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Filiago GmbH & Co. KG
Bad Segeberg",A2 - Potenzialberatung,"3.000,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"FINK SOFTWARE GmbH
Norderstedt",A2 - Potenzialberatung,"1.500,00",
2008,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fischerei Reese
Sarlhusen",A2 - Potenzialberatung,"3.000,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fischereibetrieb André Hamann
Westerdeichstrich",A2 - Potenzialberatung,"1.500,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fischereibetrieb Argus GmbH
Schwabstedt",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fischereibetrieb Stephan Frentz
Westerdeichstrich",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fischerhus
Wyk",A2 - Potenzialberatung,"2.100,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fisch-Kiste
Pinneberg",A2 - Potenzialberatung,"1.200,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fitness and More
Nortorf",A2 - Potenzialberatung,"2.700,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fitness and More
Nortorf",A2 - Potenzialberatung,"2.400,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fjord-E-Design GmbH
Flensburg",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"FKE GmbH
Mühbrook",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Flair Hotel & Restaurant Zur Mühle am See
Zur Mühle am See
Dersau",A2 - Potenzialberatung,"2.400,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fleischerei Helge Dethlefsen
Nebel",A2 - Potenzialberatung,"900,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fleischerei Lohff GmbH
Lübeck",A2 - Potenzialberatung,"600,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Flenker Bau GmbH
Schwentinental, Stadt",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"FLM Aviation Luftverkehrsgesellschaft Mohrdieck 
mbH & Co. KG
Kiel",A2 - Potenzialberatung,"3.000,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Flohr's Malerei
Harmsdorf",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Food Oase
Ahrensburg",A2 - Potenzialberatung,"2.970,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ford Vertragswerkstatt Görrissen
Tarp",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Förde-Küchen Manfred Kania GmbH & Co. KG
Handewitt",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Förde-Polster Lars Kania e. K.
Handewitt",A2 - Potenzialberatung,"3.000,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Frank Wellner Maurer- und Betonbaumeister
Husby",A2 - Potenzialberatung,"1.350,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Franz Schoppe Industrie- und Schiffsbedarf 
GmbH & Co. KG
Kiel",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Freie Schule Leben & Lernen Selent e.V.
Selent",A2 - Potenzialberatung,"3.000,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"FREYZEICHEN Werbetechnik
Plön",A2 - Potenzialberatung,"1.200,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Friseurteam Marco Gülle
Lübeck",A2 - Potenzialberatung,"3.000,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Fuchsbau Hotel und Restaurant
Timmendorfer Strand",A2 - Potenzialberatung,"3.000,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gästehaus Luv und Lee
Schwartbuck",A2 - Potenzialberatung,"1.800,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gasthaus ""Der kleine Heinrich""
Glückstadt",A2 - Potenzialberatung,"2.100,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gasthof Kirchspielkrug Westerhever
Westerhever",A2 - Potenzialberatung,"1.500,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gasthof Leesch
Reinsbüttel",A2 - Potenzialberatung,"300,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gasthof Oldenwöhrden
Wöhrden",A2 - Potenzialberatung,"3.000,00",
2009,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gaststätte Lehmsieck
Haby",A2 - Potenzialberatung,"1.200,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"gbp Gerd Biethahn und Partner
Bad Segeberg",A2 - Potenzialberatung,"2.400,00",
