Year 1,Year 2,source,beneficiary,name_of_operation,on_finish_total_value,allocated_public_funding
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,MechTech GmbH,"Erweiterung einer Betriebsstätte 
in Bargteheide (MechTech), 
MechTech GmbH","70.000,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"medac Gesellschaft für 
klinische Spezialpräparate 
mbH","Einführung eines Enterprise 
Content Management System","77.645,50 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"media4motion 
Werbeagentur GmbH","Einstellung 
Innovationsassistent/-in","9.334,68 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,medienwerker GmbH,"Einstellung 
Innovationsassistent/-in ","27.452,00 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Medisert GmbH
c/o Universität zu Lübeck",TANDEM Phase II (2013-2015),,"600.000,00 €"
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,medistat GmbH,"Einstellung 
Innovationsassistent/-in","13.900,34 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"MedizInfo
Jürgen Wehner","Einstellung 
Innovationsassistent/ - in","30.000,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Medizintechnik Promedt 
GmbH","Einstellung 
Innovationsassistent/-in","18.770,49 €",
2009,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Medizintechnik Promedt 
GmbH","Entwicklung einer innovativen 
Ballastwassermanagementanlag
e [[BW]]",,"1.102.382,00 €"
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"MEMS Foundry Itzehoe 
GmbH","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"MeßTechnikNord GmbH
 und Breitkreutz Gru","Erweiterung einer Betriebsstätte 
in Wedel (MeßtechnikNord 
GmbH)","73.817,00 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Metallbäckerei Metallbau 
GmbH","Erweiterungsverlagerung einer 
Betriebsstätte nach Felde (Klein 
Nordsee), Metallbäckerei 
Metallbau GmbH, Kiel","60.502,00 €",
2014,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,meteolytix GmbH,"Einstellung 
Innovationsassistent/-in",,"16.500,00 €"
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,meteolytix GmbH,"Einstellung 
Innovationsassistent/-in","29.383,56 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,meteolytix GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2010,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Meyer & Sohn Schnitt-
Stanzen-Maschinenbau 
GmbH","Diversifizierung der Produktion 
in einer Betriebsstätte in 
Oeversee (Meyer & Sohn 
Schnitt- Stanzen- Maschinenbau 
GmbH)","45.700,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Michael Pfülb Elysium 
Haustierkrematorium","Errichtung einer Betriebsstätte 
in Hohenwestedt (Elysium, 
Michael Pfülb)","63.768,36 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Microstim GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Microstim GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"MiE GmbH
medical imaging 
electronics","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"MiE GmbH
medical imaging 
electronics","HENRI - High Enhanced 
Nuclear & Radiology Image","659.424,54 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Miller & Co GmbH
 und Claudia Jehne","Verlagerung und Erweiterung 
einer Betriebsstätte, Miller & Co 
GmbH","205.410,00 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"mindtec media Internet 
GmbH","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2009,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Erstellung eines Gutachtens für 
das Projekt ""Entwicklung einer 3 
Phasen-Kreispumpe""","500,00 €",
2009,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Erstellung von Gutachten für 
innovative Life-Science Projekte 
im Rahmen des ZPW","4.800,00 €",
2009,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Forschungsvorhaben REFINA-
KoM","154.916,00 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Gutachtenkosten für das Projekt 
""KOSSE""","1.400,00 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Evaluation des 
Kompetenzzentrums 
Biomassenutzung","8.589,38 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Gutachten zum Thema 
Ballastwassermanagementsyste
m ""JETSAM""","1.400,00 €",
2009,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Erstellung von Gutachten für 
drei ""KOSSE-Verbundprojekte""","700,00 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein",Gutachten,"1.400,00 €",
2010,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Begutachtung des Projektes 
""LSN Cell - Netzwerk industrielle 
Zelltechnologie in Life Science 
Nord""","700,00 €",
2010,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Gutachten ""Kompetenzzentrum 
Nanosystemtechnik""","700,00 €",
2008,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","GRW-Gutachten ""Aktualisierung 
von Regionalindikatoren für die 
deutschen 
Arbeitsmarktregionen""",,"123.532,00 €"
2010,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","EU-weites 
Verhandlungsverfahren im 
Rahmen der 
Zwischenevaluierung des OP 
EFRE/ZPW","5.355,00 €",
2010,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Kosten für die 
Zwischenevaluierung des OP 
EFRE/ZPW","172.312,00 €",
2010,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein",Bewirtungskosten 2010,"590,75 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Nachdruck des Flyers 
""Zukunftsprogramm Wirtschaft""","510,99 €",
2009,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Druck von Flyern des 
""Zukunftsprogramms Wirtschaft""","2.634,45 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein",Bewirtungskosten 2009,"778,06 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Kosten für den Nachdruck von 
Werbemitteln","4.274,71 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein",Bewirtungskosten,"669,16 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Kosten im Rahmen der AG 
Regionalmanagement 
Zukunftsprogramm Wirtschaft","12,60 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Ausschreibung 
""Clusterevaluierung""","2.469,85 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Evaluierung 
Clustermanagement","97.960,80 €",
2011,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Kosten für den 
Übersetzungsdienst ""EU-
Strategie für den Ostseeraum"" 
am 28.02.2011","3.129,70 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Kofinanzierung anteiliger 
Personal-, Reise- 
u.Fortbildungskosten für 
Mitarbeiter von Prüf- und 
Bescheinigungsbehörde i.S.d. 
Art. 46 der VO (EG) 1083/2006","610.787,39 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Bewirtungskosten 2011/EFRE- 
und Landesmittel","1.004,70 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Unterstützung beim Antrag zur 
Änderung des OP EFRE SH 
durch die Prognos AG","40.460,00 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Arbeitshilfe ""Nachhaltiges 
Konversionsflächenmanagemen
t""","778,00 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein",Bewirtungskosten 2011,"398,50 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Bewirtungskosten 2010/EFRE- 
und Landesmittel","512,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Evaluierung der 
Weiterbildungsverbünde durch 
das Deutsche Institut für 
Erwachsenenbildung e.V. (DIE)","93.411,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Einsatz von Technischer Hilfe 
für Veranstaltungn im Rahmen 
des ZPW / OP EFRE 2012 / 
EFRE- und Landesmmittel","7.231,85 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Durchführung des 
Vergabeverfahrens duch die 
GMSH bei der Evaluierung der 
regionalen 
Weiterbildungsverbünde SH","2.012,50 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Erstellung des OP EFRE SH 
2014-2020 - Vergütung für das 
Ausschreibungsverfahren durch 
die GMSH","2.493,76 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Erstellung des OP EFRE SH 
2014-2020 durch die Prognos 
AG","209.916,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Ex-ante-Evaluierung und 
strategische Umweltprüfung des 
OP EFRE 2014-2020 - 
Vergütung für das 
Ausschreibungsverfahren der 
GMSH","1.000,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Fortbildungen ""Gleichstellung 
von Frauen und Männern und 
Nichtdiskriminierung im ZPW"" 
am 13./19. und 22.06.12","6.902,00 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Ex-ante-Evaluierung und 
strategische Umweltprüfung für 
das OP EFRE SH 2014-2020 
durch die Ernst & Young GmbH","113.645,00 €",
2013,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Erstellung eines Gutachtens 
""Entscheidungsgrundlagen zu 
möglichen Strukturen der 
institutionellen 
Förderabwicklung ab 2014 im 
EFRE und ESF""","10.757,60 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Kofinanzierung anteiliger 
Personal-, Reise- u. 
Fortbildungskosten für Mitarb. 
von Prüf- u. 
Bescheinigungsbehörde i.S.d. 
Art. 46 der VO (EG) 1083/2006 
i. Jahr 2012","164.453,32 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Einsatz von Technischer Hilfe 
für Veranstaltungen im Rahmen 
des ZPW / OP EFRE 2012","468,50 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ministerium für Wirtschaft, 
Arbeit, Verkehr und 
Technologie des Landes 
Schleswig-Holstein","Gutachten zur Erstellung der 
Regionalen Innovationsstrategie 
SH - RIS SH","113.343,30 €",
